periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 515 Rev 2020_Number of over 5 years cases with fever for less than 7 days,MOH 515 Rev 2020_Number of under 5 years cases with fever for less than 7 days
202106,Jun-21,202106,,ihZsJ8alvtb,Kericho County,KE_County_35,,306,105
202106,Jun-21,202106,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,5232,1996
202206,Jun-22,202206,,JsH2bnvNt2d,Tana River County,KE_County_4,,816,415
202206,Jun-22,202206,,mYZacFNIB3h,Nyandarua County,KE_County_18,,23,36
202206,Jun-22,202206,,qKzosKQPl6G,Kiambu County,KE_County_22,,192,230
202206,Jun-22,202206,,ihZsJ8alvtb,Kericho County,KE_County_35,,113,145
202206,Jun-22,202206,,kqJ83J2D72s,Narok County,KE_County_33,,445,378
202206,Jun-22,202206,,Tvf1zgVZ0K4,Busia County,KE_County_40,,25473,15083
202206,Jun-22,202206,,uepLTG8wGWJ,Nyamira County,KE_County_46,,735,52
202206,Jun-22,202206,,fVra3Pwta0Q,Migori County,KE_County_44,,5189,2174
202206,Jun-22,202206,,ahwTMNAJvrL,Muranga County,KE_County_21,,72,151
202206,Jun-22,202206,,R6f9znhg37c,Mandera County,KE_County_9,,22,30
202206,Jun-22,202206,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,35,57
202206,Jun-22,202206,,yhCUgGcCcOo,Machakos County,KE_County_16,,29,141
202206,Jun-22,202206,,wsBsC6gjHvn,Mombasa County,KE_County_1,,58,58
202206,Jun-22,202206,,Y52XNJ50hYb,Meru County,KE_County_12,,76,129
202206,Jun-22,202206,,nrI2khZx3d0,Kilifi County,KE_County_3,,38,64
202206,Jun-22,202206,,u4t9H8XyU9P,Siaya County,KE_County_41,,5393,5203
202206,Jun-22,202206,,tAbBVBbueqD,Kisumu County,KE_County_42,,6539,9408
202206,Jun-22,202206,,ob6SxuRcqU4,Nakuru County,KE_County_32,,282,472
202206,Jun-22,202206,,jkG3zaihdSs,Nairobi County,KE_County_47,,192,285
202206,Jun-22,202206,,bzOfj0iwfDH,Isiolo County,KE_County_11,,71,185
202206,Jun-22,202206,,sANMZ3lpqGs,Vihiga County,KE_County_38,,10521,2058
202206,Jun-22,202206,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,486,519
202206,Jun-22,202206,,o36zCRjSd4G,Samburu County,KE_County_25,,95,58
202206,Jun-22,202206,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,12,14
202206,Jun-22,202206,,vvOK1BxTbet,Baringo County,KE_County_30,,258,384
202206,Jun-22,202206,,mThvosEflAU,Trans Nzoia County,KE_County_26,,499,467
202206,Jun-22,202206,,Eey8fT4Im3y,Marsabit County,KE_County_10,,51,108
202206,Jun-22,202206,,BoDytkJQ4Qi,Makueni County,KE_County_17,,43,30
202206,Jun-22,202206,,j8o6iO4Njsi,Kitui County,KE_County_15,,18,29
202206,Jun-22,202206,,N7YETT3A9r1,Kwale County,KE_County_2,,463,415
202206,Jun-22,202206,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,249,136
202206,Jun-22,202206,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,3787,2140
202206,Jun-22,202206,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,17,41
202206,Jun-22,202206,,sPkRcDvhGWA,Kisii County,KE_County_45,,1063,298
202206,Jun-22,202206,,ptWVfaCIdVx,Nyeri County,KE_County_19,,19,17
202206,Jun-22,202206,,NjWSbQTwys4,Lamu County,KE_County_5,,3,3
202206,Jun-22,202206,,uyOrcHZBpW0,Garissa County,KE_County_7,,322,342
202206,Jun-22,202206,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,7765,2777
202206,Jun-22,202206,,CeLsrJOH0g9,Wajir County,KE_County_8,,,62
202206,Jun-22,202206,,BjC1xL40gHo,Kakamega County,KE_County_37,,13890,5258
202206,Jun-22,202206,,t0J75eHKxz5,Nandi County,KE_County_29,,653,215
202206,Jun-22,202206,,kphDeKClFch,Turkana County,KE_County_23,,2621,1819
202206,Jun-22,202206,,XWALbfAPa6n,West Pokot County,KE_County_24,,75,196
202206,Jun-22,202206,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,362,32
202206,Jun-22,202206,,HMNARUV2CW4,Bomet County,KE_County_36,,3,40
202206,Jun-22,202206,,PFu8alU2KWG,Embu County,KE_County_14,,11,45
202306,Jun-23,202306,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,27,28
202306,Jun-23,202306,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,83,33
202306,Jun-23,202306,,tAbBVBbueqD,Kisumu County,KE_County_42,,14819,16016
202306,Jun-23,202306,,BoDytkJQ4Qi,Makueni County,KE_County_17,,132,186
202306,Jun-23,202306,,sPkRcDvhGWA,Kisii County,KE_County_45,,1272,772
202306,Jun-23,202306,,nrI2khZx3d0,Kilifi County,KE_County_3,,53,131
202306,Jun-23,202306,,N7YETT3A9r1,Kwale County,KE_County_2,,233,214
202306,Jun-23,202306,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,77,65
202306,Jun-23,202306,,vvOK1BxTbet,Baringo County,KE_County_30,,493,446
202306,Jun-23,202306,,sANMZ3lpqGs,Vihiga County,KE_County_38,,11650,2103
202306,Jun-23,202306,,o36zCRjSd4G,Samburu County,KE_County_25,,173,157
202306,Jun-23,202306,,ob6SxuRcqU4,Nakuru County,KE_County_32,,291,793
202306,Jun-23,202306,,wsBsC6gjHvn,Mombasa County,KE_County_1,,25,36
202306,Jun-23,202306,,Y52XNJ50hYb,Meru County,KE_County_12,,161,220
202306,Jun-23,202306,,uepLTG8wGWJ,Nyamira County,KE_County_46,,2413,293
202306,Jun-23,202306,,Eey8fT4Im3y,Marsabit County,KE_County_10,,161,295
202306,Jun-23,202306,,j8o6iO4Njsi,Kitui County,KE_County_15,,1,21
202306,Jun-23,202306,,u4t9H8XyU9P,Siaya County,KE_County_41,,13631,6966
202306,Jun-23,202306,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,222,241
202306,Jun-23,202306,,bzOfj0iwfDH,Isiolo County,KE_County_11,,125,243
202306,Jun-23,202306,,mThvosEflAU,Trans Nzoia County,KE_County_26,,6,21
202306,Jun-23,202306,,Tvf1zgVZ0K4,Busia County,KE_County_40,,38647,23235
202306,Jun-23,202306,,jkG3zaihdSs,Nairobi County,KE_County_47,,133,336
202306,Jun-23,202306,,BjC1xL40gHo,Kakamega County,KE_County_37,,21691,6463
202306,Jun-23,202306,,fVra3Pwta0Q,Migori County,KE_County_44,,6152,2683
202306,Jun-23,202306,,kqJ83J2D72s,Narok County,KE_County_33,,272,277
202306,Jun-23,202306,,qKzosKQPl6G,Kiambu County,KE_County_22,,123,228
202306,Jun-23,202306,,ptWVfaCIdVx,Nyeri County,KE_County_19,,11,17
202306,Jun-23,202306,,ahwTMNAJvrL,Muranga County,KE_County_21,,8,54
202306,Jun-23,202306,,uyOrcHZBpW0,Garissa County,KE_County_7,,294,290
202306,Jun-23,202306,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,14,38
202306,Jun-23,202306,,yhCUgGcCcOo,Machakos County,KE_County_16,,37,74
202306,Jun-23,202306,,NjWSbQTwys4,Lamu County,KE_County_5,,1,2
202306,Jun-23,202306,,R6f9znhg37c,Mandera County,KE_County_9,,252,263
202306,Jun-23,202306,,JsH2bnvNt2d,Tana River County,KE_County_4,,1032,459
202306,Jun-23,202306,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,75,127
202306,Jun-23,202306,,xuFdFy6t9AH,Laikipia County,KE_County_31,,88,104
202306,Jun-23,202306,,t0J75eHKxz5,Nandi County,KE_County_29,,212,68
202306,Jun-23,202306,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,14249,4437
202306,Jun-23,202306,,kphDeKClFch,Turkana County,KE_County_23,,2252,1952
202306,Jun-23,202306,,ihZsJ8alvtb,Kericho County,KE_County_35,,206,590
202306,Jun-23,202306,,CeLsrJOH0g9,Wajir County,KE_County_8,,32,84
202306,Jun-23,202306,,mYZacFNIB3h,Nyandarua County,KE_County_18,,5,5
202306,Jun-23,202306,,XWALbfAPa6n,West Pokot County,KE_County_24,,309,172
202306,Jun-23,202306,,PFu8alU2KWG,Embu County,KE_County_14,,17,30
202306,Jun-23,202306,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,19559,5670
202306,Jun-23,202306,,HMNARUV2CW4,Bomet County,KE_County_36,,77,20
202406,Jun-24,202406,,JsH2bnvNt2d,Tana River County,KE_County_4,,590,253
202406,Jun-24,202406,,fVra3Pwta0Q,Migori County,KE_County_44,,3880,2868
202406,Jun-24,202406,,ahwTMNAJvrL,Muranga County,KE_County_21,,59,236
202406,Jun-24,202406,,kqJ83J2D72s,Narok County,KE_County_33,,411,432
202406,Jun-24,202406,,qKzosKQPl6G,Kiambu County,KE_County_22,,104,141
202406,Jun-24,202406,,ihZsJ8alvtb,Kericho County,KE_County_35,,358,735
202406,Jun-24,202406,,bzOfj0iwfDH,Isiolo County,KE_County_11,,103,124
202406,Jun-24,202406,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,784,1009
202406,Jun-24,202406,,mThvosEflAU,Trans Nzoia County,KE_County_26,,195,292
202406,Jun-24,202406,,Tvf1zgVZ0K4,Busia County,KE_County_40,,16481,16907
202406,Jun-24,202406,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1880,398
202406,Jun-24,202406,,BjC1xL40gHo,Kakamega County,KE_County_37,,18737,7364
202406,Jun-24,202406,,kphDeKClFch,Turkana County,KE_County_23,,1988,1705
202406,Jun-24,202406,,PFu8alU2KWG,Embu County,KE_County_14,,47,48
202406,Jun-24,202406,,XWALbfAPa6n,West Pokot County,KE_County_24,,302,310
202406,Jun-24,202406,,mYZacFNIB3h,Nyandarua County,KE_County_18,,18,22
202406,Jun-24,202406,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,48,67
202406,Jun-24,202406,,u4t9H8XyU9P,Siaya County,KE_County_41,,17426,6770
202406,Jun-24,202406,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,12443,3933
202406,Jun-24,202406,,ob6SxuRcqU4,Nakuru County,KE_County_32,,136,406
202406,Jun-24,202406,,tAbBVBbueqD,Kisumu County,KE_County_42,,11732,14120
202406,Jun-24,202406,,xuFdFy6t9AH,Laikipia County,KE_County_31,,70,64
202406,Jun-24,202406,,N7YETT3A9r1,Kwale County,KE_County_2,,856,974
202406,Jun-24,202406,,yhCUgGcCcOo,Machakos County,KE_County_16,,11,16
202406,Jun-24,202406,,t0J75eHKxz5,Nandi County,KE_County_29,,18,134
202406,Jun-24,202406,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,294,261
202406,Jun-24,202406,,BoDytkJQ4Qi,Makueni County,KE_County_17,,902,693
202406,Jun-24,202406,,Eey8fT4Im3y,Marsabit County,KE_County_10,,237,184
202406,Jun-24,202406,,vvOK1BxTbet,Baringo County,KE_County_30,,881,708
202406,Jun-24,202406,,j8o6iO4Njsi,Kitui County,KE_County_15,,458,512
202406,Jun-24,202406,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,28,43
202406,Jun-24,202406,,sANMZ3lpqGs,Vihiga County,KE_County_38,,11563,3754
202406,Jun-24,202406,,HMNARUV2CW4,Bomet County,KE_County_36,,93,84
202406,Jun-24,202406,,uyOrcHZBpW0,Garissa County,KE_County_7,,195,182
202406,Jun-24,202406,,wsBsC6gjHvn,Mombasa County,KE_County_1,,22,47
202406,Jun-24,202406,,NjWSbQTwys4,Lamu County,KE_County_5,,3,3
202406,Jun-24,202406,,o36zCRjSd4G,Samburu County,KE_County_25,,143,203
202406,Jun-24,202406,,CeLsrJOH0g9,Wajir County,KE_County_8,,177,110
202406,Jun-24,202406,,Y52XNJ50hYb,Meru County,KE_County_12,,349,316
202406,Jun-24,202406,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,154,82
202406,Jun-24,202406,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,92,65
202406,Jun-24,202406,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,11693,4709
202406,Jun-24,202406,,jkG3zaihdSs,Nairobi County,KE_County_47,,56,191
202406,Jun-24,202406,,sPkRcDvhGWA,Kisii County,KE_County_45,,2921,1654
202406,Jun-24,202406,,R6f9znhg37c,Mandera County,KE_County_9,,70,147
202406,Jun-24,202406,,nrI2khZx3d0,Kilifi County,KE_County_3,,293,357
202506,Jun-25,202506,,tAbBVBbueqD,Kisumu County,KE_County_42,,1421,1311
202506,Jun-25,202506,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,23,33
202506,Jun-25,202506,,Eey8fT4Im3y,Marsabit County,KE_County_10,,131,186
202506,Jun-25,202506,,ob6SxuRcqU4,Nakuru County,KE_County_32,,67,398
202506,Jun-25,202506,,kphDeKClFch,Turkana County,KE_County_23,,1971,1579
202506,Jun-25,202506,,PFu8alU2KWG,Embu County,KE_County_14,,13,29
202506,Jun-25,202506,,u4t9H8XyU9P,Siaya County,KE_County_41,,3416,1186
202506,Jun-25,202506,,HMNARUV2CW4,Bomet County,KE_County_36,,,4
202506,Jun-25,202506,,N7YETT3A9r1,Kwale County,KE_County_2,,83,122
202506,Jun-25,202506,,ahwTMNAJvrL,Muranga County,KE_County_21,,4,26
202506,Jun-25,202506,,ihZsJ8alvtb,Kericho County,KE_County_35,,24,137
202506,Jun-25,202506,,t0J75eHKxz5,Nandi County,KE_County_29,,,116
202506,Jun-25,202506,,R6f9znhg37c,Mandera County,KE_County_9,,5,13
202506,Jun-25,202506,,XWALbfAPa6n,West Pokot County,KE_County_24,,,4
202506,Jun-25,202506,,BjC1xL40gHo,Kakamega County,KE_County_37,,14752,2390
202506,Jun-25,202506,,mThvosEflAU,Trans Nzoia County,KE_County_26,,5,35
202506,Jun-25,202506,,kqJ83J2D72s,Narok County,KE_County_33,,32,42
202506,Jun-25,202506,,wsBsC6gjHvn,Mombasa County,KE_County_1,,135,117
202506,Jun-25,202506,,Y52XNJ50hYb,Meru County,KE_County_12,,14,14
202506,Jun-25,202506,,fVra3Pwta0Q,Migori County,KE_County_44,,1569,1431
202506,Jun-25,202506,,CeLsrJOH0g9,Wajir County,KE_County_8,,,6
202506,Jun-25,202506,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2658,3521
202506,Jun-25,202506,,uepLTG8wGWJ,Nyamira County,KE_County_46,,2022,283
202506,Jun-25,202506,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,62,40
202506,Jun-25,202506,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,7452,2469
202506,Jun-25,202506,,bzOfj0iwfDH,Isiolo County,KE_County_11,,9,10
202506,Jun-25,202506,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,4487,2497
202506,Jun-25,202506,,vvOK1BxTbet,Baringo County,KE_County_30,,,2
202506,Jun-25,202506,,j8o6iO4Njsi,Kitui County,KE_County_15,,56,154
202506,Jun-25,202506,,o36zCRjSd4G,Samburu County,KE_County_25,,41,56
202506,Jun-25,202506,,nrI2khZx3d0,Kilifi County,KE_County_3,,102,120
202506,Jun-25,202506,,JsH2bnvNt2d,Tana River County,KE_County_4,,288,131
202506,Jun-25,202506,,sPkRcDvhGWA,Kisii County,KE_County_45,,2278,750
202506,Jun-25,202506,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,14,27
202103,Mar-21,202103,,Y52XNJ50hYb,Meru County,KE_County_12,,79,77
202103,Mar-21,202103,,ptWVfaCIdVx,Nyeri County,KE_County_19,,19,5
202103,Mar-21,202103,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2343,1663
202103,Mar-21,202103,,wsBsC6gjHvn,Mombasa County,KE_County_1,,141,86
202103,Mar-21,202103,,CeLsrJOH0g9,Wajir County,KE_County_8,,,205
202103,Mar-21,202103,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,70,76
202103,Mar-21,202103,,BjC1xL40gHo,Kakamega County,KE_County_37,,2730,7200
202103,Mar-21,202103,,sANMZ3lpqGs,Vihiga County,KE_County_38,,2991,1442
202103,Mar-21,202103,,R6f9znhg37c,Mandera County,KE_County_9,,89,131
202103,Mar-21,202103,,N7YETT3A9r1,Kwale County,KE_County_2,,6,42
202103,Mar-21,202103,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,35,54
202103,Mar-21,202103,,uyOrcHZBpW0,Garissa County,KE_County_7,,472,388
202103,Mar-21,202103,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1845,1522
202103,Mar-21,202103,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,5
202103,Mar-21,202103,,kqJ83J2D72s,Narok County,KE_County_33,,666,578
202103,Mar-21,202103,,ahwTMNAJvrL,Muranga County,KE_County_21,,111,147
202103,Mar-21,202103,,HMNARUV2CW4,Bomet County,KE_County_36,,,75
202103,Mar-21,202103,,xuFdFy6t9AH,Laikipia County,KE_County_31,,3,10
202103,Mar-21,202103,,ihZsJ8alvtb,Kericho County,KE_County_35,,82,53
202103,Mar-21,202103,,ob6SxuRcqU4,Nakuru County,KE_County_32,,138,554
202103,Mar-21,202103,,nrI2khZx3d0,Kilifi County,KE_County_3,,174,220
202103,Mar-21,202103,,PFu8alU2KWG,Embu County,KE_County_14,,25,31
202103,Mar-21,202103,,kphDeKClFch,Turkana County,KE_County_23,,1069,1106
202103,Mar-21,202103,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,158,159
202103,Mar-21,202103,,u4t9H8XyU9P,Siaya County,KE_County_41,,4881,3612
202103,Mar-21,202103,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,87,82
202103,Mar-21,202103,,yhCUgGcCcOo,Machakos County,KE_County_16,,388,498
202103,Mar-21,202103,,tAbBVBbueqD,Kisumu County,KE_County_42,,1053,809
202103,Mar-21,202103,,sPkRcDvhGWA,Kisii County,KE_County_45,,466,660
202103,Mar-21,202103,,qKzosKQPl6G,Kiambu County,KE_County_22,,115,231
202103,Mar-21,202103,,JsH2bnvNt2d,Tana River County,KE_County_4,,496,323
202103,Mar-21,202103,,Eey8fT4Im3y,Marsabit County,KE_County_10,,107,136
202103,Mar-21,202103,,fVra3Pwta0Q,Migori County,KE_County_44,,1489,1006
202103,Mar-21,202103,,uepLTG8wGWJ,Nyamira County,KE_County_46,,716,33
202103,Mar-21,202103,,BoDytkJQ4Qi,Makueni County,KE_County_17,,80,90
202103,Mar-21,202103,,Tvf1zgVZ0K4,Busia County,KE_County_40,,3783,12547
202103,Mar-21,202103,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,748,870
202103,Mar-21,202103,,jkG3zaihdSs,Nairobi County,KE_County_47,,452,170
202103,Mar-21,202103,,bzOfj0iwfDH,Isiolo County,KE_County_11,,16,27
202103,Mar-21,202103,,j8o6iO4Njsi,Kitui County,KE_County_15,,,4
202103,Mar-21,202103,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1603,1108
202103,Mar-21,202103,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2,
202103,Mar-21,202103,,o36zCRjSd4G,Samburu County,KE_County_25,,19,41
202103,Mar-21,202103,,vvOK1BxTbet,Baringo County,KE_County_30,,13,14
202203,Mar-22,202203,,ihZsJ8alvtb,Kericho County,KE_County_35,,315,167
202203,Mar-22,202203,,yhCUgGcCcOo,Machakos County,KE_County_16,,30,33
202203,Mar-22,202203,,ahwTMNAJvrL,Muranga County,KE_County_21,,51,99
202203,Mar-22,202203,,mYZacFNIB3h,Nyandarua County,KE_County_18,,8,47
202203,Mar-22,202203,,t0J75eHKxz5,Nandi County,KE_County_29,,38,18
202203,Mar-22,202203,,kphDeKClFch,Turkana County,KE_County_23,,1182,1694
202203,Mar-22,202203,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,96,48
202203,Mar-22,202203,,uepLTG8wGWJ,Nyamira County,KE_County_46,,625,36
202203,Mar-22,202203,,kqJ83J2D72s,Narok County,KE_County_33,,303,295
202203,Mar-22,202203,,JsH2bnvNt2d,Tana River County,KE_County_4,,765,879
202203,Mar-22,202203,,ob6SxuRcqU4,Nakuru County,KE_County_32,,159,240
202203,Mar-22,202203,,nrI2khZx3d0,Kilifi County,KE_County_3,,115,164
202203,Mar-22,202203,,fVra3Pwta0Q,Migori County,KE_County_44,,3322,1452
202203,Mar-22,202203,,qKzosKQPl6G,Kiambu County,KE_County_22,,187,238
202203,Mar-22,202203,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,5,13
202203,Mar-22,202203,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,38,15
202203,Mar-22,202203,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,5433,1929
202203,Mar-22,202203,,XWALbfAPa6n,West Pokot County,KE_County_24,,39,84
202203,Mar-22,202203,,BjC1xL40gHo,Kakamega County,KE_County_37,,7927,3675
202203,Mar-22,202203,,PFu8alU2KWG,Embu County,KE_County_14,,8,21
202203,Mar-22,202203,,HMNARUV2CW4,Bomet County,KE_County_36,,21,22
202203,Mar-22,202203,,N7YETT3A9r1,Kwale County,KE_County_2,,104,125
202203,Mar-22,202203,,BoDytkJQ4Qi,Makueni County,KE_County_17,,36,28
202203,Mar-22,202203,,sANMZ3lpqGs,Vihiga County,KE_County_38,,4502,1273
202203,Mar-22,202203,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,27,31
202203,Mar-22,202203,,CeLsrJOH0g9,Wajir County,KE_County_8,,1,99
202203,Mar-22,202203,,NjWSbQTwys4,Lamu County,KE_County_5,,,25
202203,Mar-22,202203,,uyOrcHZBpW0,Garissa County,KE_County_7,,558,317
202203,Mar-22,202203,,ptWVfaCIdVx,Nyeri County,KE_County_19,,3,26
202203,Mar-22,202203,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2988,2176
202203,Mar-22,202203,,tAbBVBbueqD,Kisumu County,KE_County_42,,3544,7310
202203,Mar-22,202203,,sPkRcDvhGWA,Kisii County,KE_County_45,,1096,543
202203,Mar-22,202203,,bzOfj0iwfDH,Isiolo County,KE_County_11,,187,808
202203,Mar-22,202203,,R6f9znhg37c,Mandera County,KE_County_9,,98,137
202203,Mar-22,202203,,jkG3zaihdSs,Nairobi County,KE_County_47,,113,157
202203,Mar-22,202203,,Tvf1zgVZ0K4,Busia County,KE_County_40,,13879,13834
202203,Mar-22,202203,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,218,198
202203,Mar-22,202203,,u4t9H8XyU9P,Siaya County,KE_County_41,,6809,4516
202203,Mar-22,202203,,o36zCRjSd4G,Samburu County,KE_County_25,,16,45
202203,Mar-22,202203,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2,6
202203,Mar-22,202203,,wsBsC6gjHvn,Mombasa County,KE_County_1,,64,336
202203,Mar-22,202203,,mThvosEflAU,Trans Nzoia County,KE_County_26,,249,181
202203,Mar-22,202203,,Y52XNJ50hYb,Meru County,KE_County_12,,69,101
202203,Mar-22,202203,,Eey8fT4Im3y,Marsabit County,KE_County_10,,122,153
202203,Mar-22,202203,,j8o6iO4Njsi,Kitui County,KE_County_15,,,12
202203,Mar-22,202203,,vvOK1BxTbet,Baringo County,KE_County_30,,95,51
202303,Mar-23,202303,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,11,20
202303,Mar-23,202303,,tAbBVBbueqD,Kisumu County,KE_County_42,,10438,14328
202303,Mar-23,202303,,sPkRcDvhGWA,Kisii County,KE_County_45,,1428,846
202303,Mar-23,202303,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,50,40
202303,Mar-23,202303,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,29
202303,Mar-23,202303,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,4883,2433
202303,Mar-23,202303,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,14,266
202303,Mar-23,202303,,nrI2khZx3d0,Kilifi County,KE_County_3,,63,112
202303,Mar-23,202303,,N7YETT3A9r1,Kwale County,KE_County_2,,185,265
202303,Mar-23,202303,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,4,19
202303,Mar-23,202303,,kphDeKClFch,Turkana County,KE_County_23,,946,2625
202303,Mar-23,202303,,xuFdFy6t9AH,Laikipia County,KE_County_31,,119,123
202303,Mar-23,202303,,t0J75eHKxz5,Nandi County,KE_County_29,,644,234
202303,Mar-23,202303,,CeLsrJOH0g9,Wajir County,KE_County_8,,50,63
202303,Mar-23,202303,,ihZsJ8alvtb,Kericho County,KE_County_35,,57,224
202303,Mar-23,202303,,XWALbfAPa6n,West Pokot County,KE_County_24,,95,97
202303,Mar-23,202303,,BjC1xL40gHo,Kakamega County,KE_County_37,,9737,4200
202303,Mar-23,202303,,mYZacFNIB3h,Nyandarua County,KE_County_18,,24,26
202303,Mar-23,202303,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,6955,3127
202303,Mar-23,202303,,HMNARUV2CW4,Bomet County,KE_County_36,,27,46
202303,Mar-23,202303,,PFu8alU2KWG,Embu County,KE_County_14,,6,23
202303,Mar-23,202303,,Tvf1zgVZ0K4,Busia County,KE_County_40,,25839,16579
202303,Mar-23,202303,,mThvosEflAU,Trans Nzoia County,KE_County_26,,58,36
202303,Mar-23,202303,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,119,178
202303,Mar-23,202303,,fVra3Pwta0Q,Migori County,KE_County_44,,5690,2745
202303,Mar-23,202303,,kqJ83J2D72s,Narok County,KE_County_33,,500,488
202303,Mar-23,202303,,ahwTMNAJvrL,Muranga County,KE_County_21,,4,39
202303,Mar-23,202303,,qKzosKQPl6G,Kiambu County,KE_County_22,,108,169
202303,Mar-23,202303,,yhCUgGcCcOo,Machakos County,KE_County_16,,81,82
202303,Mar-23,202303,,jkG3zaihdSs,Nairobi County,KE_County_47,,142,376
202303,Mar-23,202303,,uyOrcHZBpW0,Garissa County,KE_County_7,,268,268
202303,Mar-23,202303,,ptWVfaCIdVx,Nyeri County,KE_County_19,,5,10
202303,Mar-23,202303,,R6f9znhg37c,Mandera County,KE_County_9,,189,181
202303,Mar-23,202303,,NjWSbQTwys4,Lamu County,KE_County_5,,1,5
202303,Mar-23,202303,,JsH2bnvNt2d,Tana River County,KE_County_4,,313,363
202303,Mar-23,202303,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,20,46
202303,Mar-23,202303,,o36zCRjSd4G,Samburu County,KE_County_25,,83,119
202303,Mar-23,202303,,u4t9H8XyU9P,Siaya County,KE_County_41,,14809,6712
202303,Mar-23,202303,,Y52XNJ50hYb,Meru County,KE_County_12,,62,135
202303,Mar-23,202303,,ob6SxuRcqU4,Nakuru County,KE_County_32,,503,535
202303,Mar-23,202303,,wsBsC6gjHvn,Mombasa County,KE_County_1,,58,27
202303,Mar-23,202303,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1938,103
202303,Mar-23,202303,,j8o6iO4Njsi,Kitui County,KE_County_15,,66,55
202303,Mar-23,202303,,sANMZ3lpqGs,Vihiga County,KE_County_38,,6368,1096
202303,Mar-23,202303,,vvOK1BxTbet,Baringo County,KE_County_30,,272,251
202303,Mar-23,202303,,Eey8fT4Im3y,Marsabit County,KE_County_10,,71,96
202303,Mar-23,202303,,bzOfj0iwfDH,Isiolo County,KE_County_11,,70,514
202403,Mar-24,202403,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1691,288
202403,Mar-24,202403,,yhCUgGcCcOo,Machakos County,KE_County_16,,1,8
202403,Mar-24,202403,,ahwTMNAJvrL,Muranga County,KE_County_21,,,51
202403,Mar-24,202403,,fVra3Pwta0Q,Migori County,KE_County_44,,3270,2205
202403,Mar-24,202403,,kqJ83J2D72s,Narok County,KE_County_33,,347,303
