periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Fevers,IDSR Other Viral Haemorrhagic Fevers Total,MOH 515 Rev 2020_Number of over 5 years cases with fever for less than 7 days,MOH 515 Rev 2020_Number of under 5 years cases with fever for less than 7 days,MOH_744A_No. of Neurological disorders
202504,April 2025,202504,,OvI6w06DhPJ,Changamwe Sub County,KE_SubCounty_3132,,,,41,39,
202504,April 2025,202504,,ZCYATXdLsL1,Mt Elgon Sub County,KE_SubCounty_2972,,,,791,168,
202504,April 2025,202504,,sjlSPeRgl7d,Shinyalu Sub County,KE_SubCounty_3012,,,,4869,438,
202504,April 2025,202504,,xN5aPo4ZOIt,Buuri East Sub County,KE_SubCounty_3111,,,,5,3,
202504,April 2025,202504,,tAbBVBbueqD,Kisumu County,KE_County_42,,,,7728,7142,140
202504,April 2025,202504,,FKt9UVErwh3,Aroo Sub County,,,,,352,186,
202504,April 2025,202504,,CUjthlounWV,Kanduyi Sub County,KE_SubCounty_2968,,,,2220,814,8
202504,April 2025,202504,,TPfcUHno8oP,Igembe Central Sub County,KE_SubCounty_3117,,,,10,56,
202504,April 2025,202504,,NPYRMdqrK6L,Tinderet Sub County,KE_SubCounty_3172,,,,,32,
202504,April 2025,202504,,zd8rhYqGowE,Turkana Central Sub County,KE_SubCounty_3223,,,,272,248,85
202504,April 2025,202504,,rBKASpHJblX,Mwea Sub County,3266,,,,2,10,24
202504,April 2025,202504,,VDlzh6w4LKv,Kiharu Sub County,KE_SubCounty_3137,,,,,2,
202504,April 2025,202504,,nHEr5EciFh0,Suna East Sub County,KE_SubCounty_3124,,,,677,322,1
202504,April 2025,202504,,dr8gOvVAdiE,Turkana East Sub County,KE_SubCounty_3220,,,,134,254,
202504,April 2025,202504,,yhCUgGcCcOo,Machakos County,KE_County_16,,,,30,36,402
202504,April 2025,202504,,fT37q3rXQ35,Rongo Sub County,KE_SubCounty_3126,,,,750,255,
202504,April 2025,202504,,NmbwkQ5r5cB,Muhoroni Sub County,KE_SubCounty_3063,,,,1749,1209,1
202504,April 2025,202504,,ABy8CNqf2e7,Kwanza Sub County,KE_SubCounty_3219,,,,12,33,
202504,April 2025,202504,,wt8cPHWfkfu,Bureti Sub County,KE_SubCounty_3025,,,,63,56,
202504,April 2025,202504,,SOEG546PqbA,Keiyo South Sub County,KE_SubCounty_2980,,,,,4,
202504,April 2025,202504,,hpcb7MYi6nc,Masinga Sub County,KE_SubCounty_3098,Masinga Constituency is an electoral constituency in Kenya. It is one of the constituencies in Machakos County,,,30,36,
202504,April 2025,202504,,N7YETT3A9r1,Kwale County,KE_County_2,,,,460,604,173
202504,April 2025,202504,,ZNXf7qiVh3t,Tharaka North Sub County,KE_SubCounty_3212,,,,,10,
202504,April 2025,202504,,RJ4LGJiSHFg,Molo Sub County,KE_SubCounty_3166,,,,172,176,
202504,April 2025,202504,,Z7ALMtFNfeZ,Gatanga Sub County,KE_SubCounty_3133,,,,,15,
202504,April 2025,202504,,x6Z1sBeiyqQ,Eldas Sub County,KE_SubCounty_3239,,,,5,,
202504,April 2025,202504,,zQEuNRaPYgE,Subukia Sub County,KE_SubCounty_3160,,,,2,,
202504,April 2025,202504,,RScEHA3V38d,Fafi Sub County,KE_SubCounty_2990,,,,65,127,
202504,April 2025,202504,,UGFoTN6rMVy,Lokiriama Sub County,,,,,,6,
202408,August 2024,202408,,whWfFA9D7td,Sirisia Sub County,KE_SubCounty_2971,,,,1700,662,
202408,August 2024,202408,,d3hSQ3EtnPk,Kitui South Sub County,KE_SubCounty_3069,,,,171,121,
202408,August 2024,202408,,sZjPgbWI5ra,Moyale Sub County,KE_SubCounty_3109,,,,96,25,
202408,August 2024,202408,,TnCu7j4XNj6,Samburu Sub County,,,,,117,156,
202408,August 2024,202408,,jkQZEow83MX,Bumula Sub County,KE_SubCounty_2969,,,,1730,925,
202408,August 2024,202408,,oMaQgNIs85x,Kiambaa Sub County,KE_SubCounty_3033,,,,,35,
202408,August 2024,202408,,fT37q3rXQ35,Rongo Sub County,KE_SubCounty_3126,,,,35,1041,
202408,August 2024,202408,,SCbMzaOeTuR,Pokot Central Sub County,KE_SubCounty_3246,,,,14,43,
202408,August 2024,202408,,EZraJgLdRLX,Marakwet East Sub County,KE_SubCounty_2982,,,,32,14,
202408,August 2024,202408,,GpEIlwz3FvT,Teso North Sub County,KE_SubCounty_2979,,,,845,5134,
202408,August 2024,202408,,g6gTzQ5nfYq,Kajiado East Sub County,KE_SubCounty_3008,,,,22,16,
202408,August 2024,202408,,HEsM6W2ImQR,Gatundu North Sub County,KE_SubCounty_3039,,,,,3,
202408,August 2024,202408,,Cu46otDi1RO,Alego Usonga Sub County,KE_SubCounty_3203,,,,2409,1290,55
202408,August 2024,202408,,hCvlJNjyZna,Banissa Sub County,KE_SubCounty_3104,,,,7,20,
202408,August 2024,202408,,TdcYaufNV4p,Lunga Lunga Sub County,KE_SubCounty_3079,,,,942,565,
202408,August 2024,202408,,gSJXzH1DM75,Njoro Sub County,KE_SubCounty_3165,,,,1,6,
202408,August 2024,202408,,KXM9VnhuLfP,Mwingi North Sub County,KE_SubCounty_3076,,,,61,160,
202408,August 2024,202408,,ka9Uv3Ckcbd,Awendo Sub County,KE_SubCounty_3125,,,,300,163,
202408,August 2024,202408,,HK5SUCMQmsw,Turkana West Sub County,KE_SubCounty_3224,,,,77,151,
202408,August 2024,202408,,u9yagZzK49q,Kapseret Sub County,KE_SubCounty_3228,,,,2,,
202408,August 2024,202408,,wQ8XjZ7zVwL,Mwimbi Sub County,KE_SubCounty_3214,,,,2,,
202408,August 2024,202408,,AM36DdkZ36Y,Wundanyi Sub County,KE_SubCounty_3208,,,,69,65,
202408,August 2024,202408,,j6fqt5TYqPZ,North Horr Sub County,KE_SubCounty_3108,,,,,41,
202408,August 2024,202408,,YzB2ZBCwKLa,Kadibo Sub County,KE_SubCounty_3298,,,,597,1031,
202408,August 2024,202408,,EhchjCHkhJ9,Teso South Sub County,KE_SubCounty_2978,,,,1071,431,
202408,August 2024,202408,,wUNEDOnx9uB,Matuga Sub County,KE_SubCounty_3078,,,6,131,195,51
202408,August 2024,202408,,lb5LzWiUX8Y,Kabete Sub County,KE_SubCounty_3032,,,,,16,
202408,August 2024,202408,,Q4xAPhWUnYC,Tigania West Sub County,KE_SubCounty_3115,,,,79,97,
202408,August 2024,202408,,f3AcdRzgTwz,Manga Sub County,KE_SubCounty_3183,Sub County,,,586,68,
202408,August 2024,202408,,k1mze33jOs0,Kabuchai Sub County,KE_SubCounty_2970,,,,1268,622,
202408,August 2024,202408,,k7Rj54u6dMx,Baringo Central Sub County,KE_SubCounty_2956,,,,70,69,109
202408,August 2024,202408,,Taw0Zg7nArd,Kipkelion West Sub County,KE_SubCounty_3027,,,,60,84,
202408,August 2024,202408,,NIVPdmQjQKg,Tigania Central Sub County,KE_SubCounty_3261,,,,109,133,
202408,August 2024,202408,,xWAZBULwGxp,Kilifi South Sub County,KE_SubCounty_3046,,,,17,22,
202408,August 2024,202408,,OK0hW8DFHq3,Rongai Sub County,KE_SubCounty_3159,,,,34,43,
202408,August 2024,202408,,x7qUMtZZvo9,Ganze Sub County,KE_SubCounty_3043,,,,116,115,
202408,August 2024,202408,,W6Err8cQf5J,Nandi Hills Sub County,KE_SubCounty_3170,,,,,36,
202408,August 2024,202408,,HMNARUV2CW4,Bomet County,KE_County_36,,27,,24,45,12
202408,August 2024,202408,,cooDDG3Lh3A,Bobasi Sub County,KE_SubCounty_3058,,,,254,145,
202408,August 2024,202408,,rlWH0Ac9vjc,Keiyo North Sub County,KE_SubCounty_2981,,,,39,12,
202408,August 2024,202408,,GnixPSqaV6D,Matungulu Sub County,KE_SubCounty_3095,,,,,1,
202408,August 2024,202408,,urtJSF5jcBC,Sabatia Sub County,KE_SubCounty_3236,,,,882,380,
202408,August 2024,202408,,XAy1bjurhLU,Kilome Sub County,KE_SubCounty_3083,,,,98,127,
202408,August 2024,202408,,Lj0mu9j58Ss,Garsen Sub County,KE_SubCounty_3250,,,,173,135,
202408,August 2024,202408,,K7mZpm8COh7,Butere Sub County,KE_SubCounty_3014,,,,1455,740,15
202408,August 2024,202408,,NHRktMsAkO1,Samia Sub County,KE_SubCounty_2974,,,,2344,1528,
202408,August 2024,202408,,LOgbecTRkbp,Kinango Sub County,KE_SubCounty_3077,,,,166,404,
202408,August 2024,202408,,BXaq5PxSfz2,Hamisi Sub County,KE_SubCounty_3235,,,,1267,929,
202408,August 2024,202408,,uyOrcHZBpW0,Garissa County,KE_County_7,,,,133,120,367
202408,August 2024,202408,,cmWAJB5kCDW,Kitui West Sub County,KE_SubCounty_3073,,,,49,49,
202408,August 2024,202408,,ETGSIeGBsqt,Ithanga Sub County,,,,,25,69,
202408,August 2024,202408,,kphDeKClFch,Turkana County,KE_County_23,,,,2173,1748,74
202408,August 2024,202408,,u7Gkh63FYe4,Mathioya Sub County,KE_SubCounty_3138,,,,,5,
202408,August 2024,202408,,SSz1iOv28Jk,Embakasi North Sub County,KE_SubCounty_3146,,,,,8,3
202408,August 2024,202408,,EmQRGVtvWy3,Samburu Central Sub County,KE_SubCounty_3199,,,,57,65,
202408,August 2024,202408,,qoLIT7y5f5c,Kamukunji Sub County,KE_SubCounty_3141,,,,,215,
202408,August 2024,202408,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,,71,142,237
202408,August 2024,202408,,lmr1q6dTaso,Soy Sub County,KE_SubCounty_3232,,,,20,16,
202408,August 2024,202408,,CeLsrJOH0g9,Wajir County,KE_County_8,,,,39,62,3
202408,August 2024,202408,,fmsyW02tPng,Rachuonyo North  Sub County,KE_SubCounty_3000,,,,2737,916,
202408,August 2024,202408,,fNCuk4Lpsnh,Marakwet West Sub County,KE_SubCounty_2983,,,,61,60,
202408,August 2024,202408,,RIBiZFJxB1K,Butula Sub County,KE_SubCounty_2975,,,,2537,1573,
202408,August 2024,202408,,jxjGWCdfsib,Mbooni Sub County,KE_SubCounty_3084,,,,161,215,
202408,August 2024,202408,,dd7jowvUO95,Nyeri South Sub County,KE_SubCounty_3191,,,,2,1,
202408,August 2024,202408,,GXnD5lHeanK,Nyeri Central Sub County,KE_SubCounty_3189,,,,,,93
202408,August 2024,202408,,toa2Hl7iVQI,Kibwezi West Sub County,KE_SubCounty_3081,,,,117,146,
202408,August 2024,202408,,A34NiI4rgnf,Kirinyaga West Sub County,KE_SubCounty_3049,,,,65,32,
202408,August 2024,202408,,MYSShwNcjzb,Suba West Sub County,3265,,,,516,75,
202408,August 2024,202408,,f18kGo9yXWo,Cherangany Sub County,KE_SubCounty_3215,,,,34,94,
202408,August 2024,202408,,Njv37QXxNy2,Emgwen Sub County,KE_SubCounty_3168,,,,30,18,13
202408,August 2024,202408,,JNvqpOnKfGR,Bondo Sub County,KE_SubCounty_3201,,,,2088,1125,
202408,August 2024,202408,,kMSLkN4nsRl,Runyenjes Sub County,KE_SubCounty_2986,,,,12,11,
202408,August 2024,202408,,A4SNYCxrrnv,Galole Sub County,KE_SubCounty_3248,,,,469,109,
202408,August 2024,202408,,Lm9RMwhIu3G,Olkalou Sub County,KE_SubCounty_3186,,,,1,3,7
202408,August 2024,202408,,jHmpQUlnkQk,Kirinyaga South Sub County,KE_SubCounty_3051,,,,5,3,
202408,August 2024,202408,,iK2Jk2AxhlD,Rangwe Sub County,KE_SubCounty_2999,Sub County,,,498,441,
202408,August 2024,202408,,ecl4YnDebUi,Garbatulla Sub County,KE_SubCounty_3003,,,,37,27,
202408,August 2024,202408,,bnYzgzYe2Z7,Narok South Sub County,KE_SubCounty_3174,,,,87,163,
202408,August 2024,202408,,InECuIlzJGx,Ugenya Sub County,KE_SubCounty_3205,,,,2185,1170,8
202408,August 2024,202408,,wwROy3Qkwin,Makadara Sub County,KE_SubCounty_3142,,19,,,3,
202408,August 2024,202408,,MWqQbxWqACn,Kitui Central Sub County,KE_SubCounty_3071,,,,5,12,13
202408,August 2024,202408,,iTw0sFjlqZ2,Turkana South Sub County,KE_SubCounty_3221,,,,440,94,
202408,August 2024,202408,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,,1,11,7
202408,August 2024,202408,,aqYhbqKclsI,Webuye West Sub County,KE_SubCounty_2966,,,,951,307,25
202408,August 2024,202408,,BLz1HkvvMkA,Kajiado North Sub County,KE_SubCounty_3010,,,,8,27,
202408,August 2024,202408,,THm2tCJa2ZQ,Kuria East Sub County,KE_SubCounty_3119,,,,181,503,
202408,August 2024,202408,,KXc4ez8OAFz,Machakos Sub County,KE_SubCounty_3092,,,,,,82
202408,August 2024,202408,,mYlMs4xTj82,Ainabkoi Sub County,KE_SubCounty_3229,,,,,,147
202408,August 2024,202408,,GshNTMZJ5r1,Ainamoi Sub County,KE_SubCounty_3026,,,,56,70,16
202408,August 2024,202408,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,,13632,13439,41
202408,August 2024,202408,,dSLnPmNlm8Q,Marigat Sub County,KE_SubCounty_2955,,,,27,37,
202408,August 2024,202408,,PGTkGnIAZuy,Transmara East Sub County,KE_SubCounty_3177,,,,28,50,
202408,August 2024,202408,,eYBXetGx8xF,Mbeere North Sub County,KE_SubCounty_2984,,,,3,21,
202408,August 2024,202408,,Nb6e34jNGAq,Transmara West Sub County,KE_SubCounty_3178,,,,74,28,2
202408,August 2024,202408,,i2Y2fyNoFyZ,Ndhiwa Sub County,KE_SubCounty_2997,,,,1235,828,
202408,August 2024,202408,,gD4xxgDGJ4Y,Embakasi East Sub County,KE_SubCounty_3144,,,,,118,
202408,August 2024,202408,,qKzosKQPl6G,Kiambu County,KE_County_22,,,,20,335,
202408,August 2024,202408,,ihZsJ8alvtb,Kericho County,KE_County_35,,,,246,387,16
202408,August 2024,202408,,PsjxYLsJSIp,Endebess Sub County,KE_SubCounty_3218,subcounty,,,108,166,
202408,August 2024,202408,,ahwTMNAJvrL,Muranga County,KE_County_21,,,,34,134,
202408,August 2024,202408,,TPRNJqSm4lK,Ruiru Sub County,KE_SubCounty_3036,,,,,6,
202408,August 2024,202408,,WILszL634oZ,Saku Sub County,KE_SubCounty_3107,,,,88,65,10
202408,August 2024,202408,,fCInDXluNhx,Uriri Sub County,KE_SubCounty_3122,,,,504,285,
202408,August 2024,202408,,fFh3beH29fD,Nyaribari Chache Sub County,KE_SubCounty_3055,,,,172,55,
202408,August 2024,202408,,nwh9bXKykiS,Nakuru North Sub County,KE_SubCounty_3158,,,,7,6,
202408,August 2024,202408,,Y3NjAhiBaZT,Lurambi Sub County,KE_SubCounty_3019,,,,1024,389,28
202408,August 2024,202408,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,,97,188,
202408,August 2024,202408,,OnNcTsJgfvL,Imenti Central Sub County,KE_SubCounty_3112,,,,6,4,
202408,August 2024,202408,,XWALbfAPa6n,West Pokot County,KE_County_24,,,,668,630,
202408,August 2024,202408,,Cc8uEFkzfVf,Ruaraka Sub County,KE_SubCounty_3148,,,,,197,
202408,August 2024,202408,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,,406,497,
202408,August 2024,202408,,FBteTV1eqB6,Mumias East Sub County,KE_SubCounty_3016,,,,1484,550,
202408,August 2024,202408,,LpwqSz9xMIj,Kipkomo Sub County,KE_SubCounty_3263,,,,190,176,
202408,August 2024,202408,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,,169,367,57
202408,August 2024,202408,,tKOna0n1Nmk,Lokichoggio Sub County,,,,,81,190,
202408,August 2024,202408,,PFu8alU2KWG,Embu County,KE_County_14,,,,21,42,23
202408,August 2024,202408,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,,2,1,93
202408,August 2024,202408,,ob6SxuRcqU4,Nakuru County,KE_County_32,,,,789,478,
202408,August 2024,202408,,C1hO6wNOgrH,Kisauni Sub County,KE_SubCounty_3130,,,,16,14,
202408,August 2024,202408,,U3lGZ71W9Te,Tigania East Sub County,KE_SubCounty_3114,,,,20,24,
202408,August 2024,202408,,SBz4c48i24Y,Kiambu Town Sub County,KE_SubCounty_3034,,,,,33,
202408,August 2024,202408,,iRK9uABUTVZ,Nyando Sub County,KE_SubCounty_3064,,,,730,1541,15
202408,August 2024,202408,,xAl2ixfcOFU,Transmara South Sub County,3275,,,,32,25,
202408,August 2024,202408,,u4t9H8XyU9P,Siaya County,KE_County_41,,,,13268,6289,63
202408,August 2024,202408,,NhsAMiaS0TD,Rachuonyo South Sub County,KE_SubCounty_3002,,,,420,293,12
202408,August 2024,202408,,v5qbFUgfIoF,Nyamira North Sub County,KE_SubCounty_3180,,,,438,151,
202408,August 2024,202408,,KuprsuBe1l0,Turbo Sub County,KE_SubCounty_3231,,,,4,13,
202408,August 2024,202408,,d0Gu8FrRM0Y,Kitui East Sub County,KE_SubCounty_3070,,,,173,101,
202408,August 2024,202408,,YZAZ1a9MIvX,Thika Town Sub County,KE_SubCounty_3037,,,,12,128,
202408,August 2024,202408,,f4AOiG8fYtn,Webuye East Sub County,KE_SubCounty_2967,,,,731,195,
202408,August 2024,202408,,I2LYLqKU6AW,Isiolo Sub County,KE_SubCounty_3004,,,,55,133,
202408,August 2024,202408,,ntRK47D5dYL,Bomachoge Borabu Sub County,KE_SubCounty_3059,,,,53,62,
202408,August 2024,202408,,Mk4bMOSMRTB,Tiaty West Sub County,KE_SubCounty_3253,,,,255,236,
202408,August 2024,202408,,ldZ10N9unC9,Samburu East Sub County,KE_SubCounty_3197,,,,95,105,1
202408,August 2024,202408,,G6PJ5kFVAuO,Navakholo Sub County,KE_SubCounty_3018,,,,1487,640,
202408,August 2024,202408,,eZpy65ooW0m,Laisamis Sub County,KE_SubCounty_3106,,,,56,58,
202408,August 2024,202408,,LO5he3DtiFG,Kibra Sub County,KE_SubCounty_3151,,,1,,,368
202408,August 2024,202408,,AIGIQpolMRn,Makueni Sub County,KE_SubCounty_3082,,,,84,173,
202408,August 2024,202408,,xhVi71INcFs,Limuru Sub County,KE_SubCounty_3030,,,,,39,
202408,August 2024,202408,,jNzRdAwjaQ1,Taveta Sub County,KE_SubCounty_3209,,,,2,9,
202408,August 2024,202408,,ssbO49f0iLN,Matungu Sub County,KE_SubCounty_3015,,,,1602,994,
202408,August 2024,202408,,wMv0s3U2nnG,Likuyani Sub County,KE_SubCounty_3021,,,,552,232,
202408,August 2024,202408,,uov0yFMw9Qm,Wajir East Sub County,KE_SubCounty_3242,,,,16,35,3
202408,August 2024,202408,,Yz1V5Cx8CO2,Tharaka South Sub County,KE_SubCounty_3211,,,,36,50,2
202408,August 2024,202408,,eyADpAXM834,Loitokitok Sub County,KE_SubCounty_3006,,,,125,204,
202408,August 2024,202408,,pKJ4NZGPzTA,Kaiti Sub County,KE_SubCounty_3251,,,,126,124,
202408,August 2024,202408,,ylWg6VvADJE,West Pokot Sub County,KE_SubCounty_3247,,,,464,411,
202408,August 2024,202408,,A6Sj8RumZ0m,Nyaribari Masaba Sub County,KE_SubCounty_3056,,,,177,179,
202408,August 2024,202408,,uE7HKhqPOtf,Mwingi Central Sub County,KE_SubCounty_3074,,,,47,40,
202408,August 2024,202408,,EW4Jw4dVWBt,Dadaab Sub County,KE_SubCounty_2991,,,,40,30,
202408,August 2024,202408,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,66,59,16
202408,August 2024,202408,,lkYdgjRSOoE,Luanda Sub County,KE_SubCounty_3234,,,,1221,679,
202408,August 2024,202408,,UhQS2Mv0PCK,Khwisero Sub County,KE_SubCounty_3013,,,,907,228,
202408,August 2024,202408,,Ur2xRBDtazT,Homa Bay Town Sub County,KE_SubCounty_2998,,,,362,346,
202408,August 2024,202408,,f6EOn3xI9YH,Kirinyaga North/Mwea West Sub County,KE_SubCounty_3052,,,,12,33,
202408,August 2024,202408,,aiqi2bz0IMI,Juja Sub County,KE_SubCounty_3038,,,,,23,
202408,August 2024,202408,,BzFBYZhF5fx,Rachuonyo East Sub County,KE_SubCounty_3001,Sub County,,,1215,214,
202408,August 2024,202408,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,,240,189,10
202408,August 2024,202408,,m1X5Chs8cRL,Suguta Sub county,,,,,186,86,
202408,August 2024,202408,,gZM3NbHaugk,Narok East Sub County,KE_SubCounty_3175,,,,24,52,
202408,August 2024,202408,,BE6HMtlHyl1,Ikolomani Sub County,KE_SubCounty_3011,,,,893,230,
202408,August 2024,202408,,m9nsQ1MXlVU,Ugunja Sub County,KE_SubCounty_3204,,,,1301,736,
202408,August 2024,202408,,sr8WEz03EnP,Nyali Sub County,KE_SubCounty_3129,,,,17,52,
202408,August 2024,202408,,JmE1qRVQD4F,Chuka Sub County,KE_SubCounty_3213,Chuka Town -Along Nairobi Meru Highway,,,,5,
202408,August 2024,202408,,yXwsnpFBIPW,Igambangombe Sub County,KE_SubCounty_3256,,,,,,14
202408,August 2024,202408,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,,612,872,
202408,August 2024,202408,,yZJJPoSGhY6,Naivasha Sub County,KE_SubCounty_3164,,,,461,211,
202408,August 2024,202408,,hBU8B1KI12P,Gilgil Sub County,KE_SubCounty_3163,Sub county level Office,,,5,25,
202408,August 2024,202408,,X98G0eIWdmP,Wajir West Sub County,KE_SubCounty_3240,,,,8,4,
202408,August 2024,202408,,iy93Mmi73Or,Likoni Sub County,KE_SubCounty_3128,,,,13,25,
202408,August 2024,202408,,ABuzigW8Lzw,Borabu Sub County,KE_SubCounty_3179,,,,69,16,
202408,August 2024,202408,,AFIlzKNxXST,Imenti South Sub County,KE_SubCounty_3110,,,,15,48,
202408,August 2024,202408,,j8o6iO4Njsi,Kitui County,KE_County_15,,,,508,484,13
202408,August 2024,202408,,PRpKwAloU5b,Kisumu East Sub County,KE_SubCounty_3068,,,,934,904,
202408,August 2024,202408,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,,82,76,
202408,August 2024,202408,,mWpq607yRXh,Turkana North Sub County,KE_SubCounty_3225,,,,54,300,
202408,August 2024,202408,,QBwORnYdu0e,Kuresoi North Sub County,KE_SubCounty_3161,,,,200,75,
202408,August 2024,202408,,KMWrMZrlO5u,Magarini Sub County,KE_SubCounty_3041,,,,58,69,
202408,August 2024,202408,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,,5679,3326,14
202408,August 2024,202408,,D2lsuEzZAJP,Nyatike Sub County,KE_SubCounty_3121,,,,580,874,
202408,August 2024,202408,,XlYC8FMUgxi,Buuri West Sub County,KE_SubCounty_3260,,,,17,36,
202408,August 2024,202408,,AvnM6jKoocs,Mbeere South Sub County,KE_SubCounty_2985,SUB COUNTY,,,1,4,18
202408,August 2024,202408,,q8R0FA1hxnP,Moiben Sub County,KE_SubCounty_3230,,,,24,20,
202408,August 2024,202408,,RJyUfi5BQUm,Laikipia North Sub County,KE_SubCounty_3085,,,,38,37,
202408,August 2024,202408,,cQkF9l9wePP,Kitutu Chache North Sub County,KE_SubCounty_3054,,,,240,80,
202408,August 2024,202408,,FBJ9Y11esHS,Nakuru East Sub County,KE_SubCounty_3156,,,,8,,
202408,August 2024,202408,,yWPcTwGwQ2B,Bura Sub County,KE_SubCounty_3249,,,,87,68,
202408,August 2024,202408,,KTayLusaU5I,Nakuru West Sub County,KE_SubCounty_3157,,,,1,1,
202408,August 2024,202408,,IBDoGsLdhvt,Mwatate Sub County,KE_SubCounty_3207,,,,16,22,
202408,August 2024,202408,,iyOe3zltlp6,Teso Central Sub County,3276,,,,1528,570,
202408,August 2024,202408,,e1J7R103h8I,Nambale Sub County,KE_SubCounty_2977,,,,1546,1141,
202408,August 2024,202408,,Lpy789vqRC6,Emuhaya Sub County,KE_SubCounty_3233,,,,1542,638,
202408,August 2024,202408,,vvOK1BxTbet,Baringo County,KE_County_30,,,,613,486,109
202408,August 2024,202408,,XcRpb1xsM64,Rarieda Sub County,KE_SubCounty_3200,,,,2894,1044,
202408,August 2024,202408,,ADMywdLwoRX,Msambweni Sub County,KE_SubCounty_3080,,,,134,71,16
202408,August 2024,202408,,YqYSkwmOtiR,Bomachoge Chache Sub County,KE_SubCounty_3057,,,,402,310,
202408,August 2024,202408,,pzZHpL2ueIn,Kiminini Sub County,KE_SubCounty_3216,,,,6,37,57
202408,August 2024,202408,,ES1CWa4AJmJ,Malava Sub County,KE_SubCounty_3020,,,,1646,1012,11
202408,August 2024,202408,,ScLzA7tQxrH,Sigowet/Soin Sub County,KE_SubCounty_3023,,,,10,116,
202408,August 2024,202408,,PKeFksHlJkB,Gem Sub County,KE_SubCounty_3202,,,,2391,924,
202408,August 2024,202408,,mCGytMcMf6y,Suba North Sub County,KE_SubCounty_2996,,,,896,290,
202408,August 2024,202408,,VtuwXD7O1O9,Suna West Sub County,KE_SubCounty_3123,,,,598,272,
202408,August 2024,202408,,Y52XNJ50hYb,Meru County,KE_County_12,,,,251,347,
202408,August 2024,202408,,NZphHeczehh,Cheptais Sub County,KE_SubCounty_1289,,,,654,102,
202408,August 2024,202408,,OZiGQn2R8kK,Loima Sub County,KE_SubCounty_3222,,,,43,246,
202408,August 2024,202408,,NjWSbQTwys4,Lamu County,KE_County_5,,,,11,26,19
202408,August 2024,202408,,SZapM1R0Kti,Kajiado Central Sub County,KE_SubCounty_3009,,,,172,161,
202408,August 2024,202408,,QwGkDS0DNls,Kuresoi South Sub County,KE_SubCounty_3162,,,,72,108,
202408,August 2024,202408,,nrI2khZx3d0,Kilifi County,KE_County_3,,,,297,392,17
202408,August 2024,202408,,YzEDO9Mq4TR,Kisumu West Sub County,KE_SubCounty_3067,,,,523,594,18
202408,August 2024,202408,,KyuSYunELJI,Sotik Sub County,KE_SubCounty_2963,,,,4,13,
202408,August 2024,202408,,YnIAWg1T4AY,Belgut Sub County,KE_SubCounty_3024,,,,17,38,
202408,August 2024,202408,,ZhhyithPNoI,Kibwezi East Sub County,KE_SubCounty_3099,,,,26,87,
202408,August 2024,202408,,o36zCRjSd4G,Samburu County,KE_County_25,,,,235,244,1
202408,August 2024,202408,,tSKDWoVKiPo,Kaloleni Sub County,KE_SubCounty_3045,,,,,1,
202408,August 2024,202408,,jtBjNpL9FXS,Kuria West Sub County,KE_SubCounty_3120,,,,474,304,
202408,August 2024,202408,,hJf4rt7cvI6,Rabai Sub County,KE_SubCounty_3044,,,,42,23,
202408,August 2024,202408,,y2M16lesMsF,Saboti Sub County,KE_SubCounty_3217,,,,1,38,
202408,August 2024,202408,,st4v8xfqgJf,Tiaty East Sub County,KE_SubCounty_2958,,,,250,125,
202408,August 2024,202408,,Qn5Fff2lIDz,Masaba North Sub County,KE_SubCounty_3182,,,,85,27,
202408,August 2024,202408,,pF6qPMIlHte,Laikipia East Sub County,KE_SubCounty_3086,,,,,42,23
202408,August 2024,202408,,uRl5fBkhpcE,Mumias West Sub County,KE_SubCounty_3017,,,,1431,643,21
202408,August 2024,202408,,orUwYD52An3,Tongaren Sub County,KE_SubCounty_2964,,,,864,290,
202408,August 2024,202408,,E2DGjZRlwbY,Samburu North Sub County,KE_SubCounty_3198,,,,83,74,
